,game_id,competition_id,competition_type,season,round,date,home_club_id,away_club_id,home_club_goals,away_club_goals,aggregate,home_club_position,away_club_position,club_home_pretty_name,club_away_pretty_name,home_club_manager_name,away_club_manager_name,stadium,attendance,referee,url_x,pretty_name,type,sub_type,country_id,country_name,country_latitude,country_longitude,domestic_league_code,name,confederation,url_y,liga_new_id,month_year,match_name,match_name_df,homeTeamID,awayTeamID,home_name
402,2594827,ES1,domestic_league,2015,36. Matchday,2016-04-30,16795,472,3,2,3:2,16,10,Granada,Las Palmas,José González,Quique Setién,Nuevo Los Cármenes,21291,González González,https://www.transfermarkt.co.uk/granada-cf_ud-las-palmas/index/spielbericht/2594827,Laliga,domestic_league,first_tier,157,Spain,39.3260685,-4.8379791,ES1,laliga,europa,https://www.transfermarkt.co.uk/laliga/startseite/wettbewerb/ES1,4,2016-04,Granada vs Las Palmas,Atletico Madrid vs Rayo Vallecano,143.0,145.0,Atletico Madrid
412,2594814,ES1,domestic_league,2015,35. Matchday,2016-04-23,1533,897,1,1,1:1,12,14,Sd Eibar,Deportivo La Coruna,José Luis Mendilibar,Víctor Sánchez,Ipurua,4606,Eduardo Prieto Iglesias,https://www.transfermarkt.co.uk/sd-eibar_deportivo-de-la-coruna/index/spielbericht/2594814,Laliga,domestic_league,first_tier,157,Spain,39.3260685,-4.8379791,ES1,laliga,europa,https://www.transfermarkt.co.uk/laliga/startseite/wettbewerb/ES1,4,2016-04,Sd Eibar vs Deportivo La Coruna,,,,
418,2594801,ES1,domestic_league,2015,34. Matchday,2016-04-20,418,1050,3,0,3:0,3,4,Real Madrid,Fc Villarreal,Zinédine Zidane,Marcelino,Santiago Bernabéu,62085,Carlos Clos Gómez,https://www.transfermarkt.co.uk/real-madrid_villarreal-cf/index/spielbericht/2594801,Laliga,domestic_league,first_tier,157,Spain,39.3260685,-4.8379791,ES1,laliga,europa,https://www.transfermarkt.co.uk/laliga/startseite/wettbewerb/ES1,4,2016-04,Real Madrid vs Fc Villarreal,Valencia vs Eibar,146.0,156.0,Valencia
429,2594797,ES1,domestic_league,2015,33. Matchday,2016-04-16,940,150,1,1,1:1,6,14,Celta Vigo,Real Betis Sevilla,Eduardo Berizzo,Juan Merino,Abanca Balaídos,14934,De Burgos Bengoetxea,https://www.transfermarkt.co.uk/celta-de-vigo_real-betis-balompie/index/spielbericht/2594797,Laliga,domestic_league,first_tier,157,Spain,39.3260685,-4.8379791,ES1,laliga,europa,https://www.transfermarkt.co.uk/laliga/startseite/wettbewerb/ES1,4,2016-04,Celta Vigo vs Real Betis Sevilla,Getafe vs Real Madrid,142.0,150.0,Getafe
448,2594776,ES1,domestic_league,2015,31. Matchday,2016-04-02,940,897,1,1,1:1,5,11,Celta Vigo,Deportivo La Coruna,Eduardo Berizzo,Víctor Sánchez,Abanca Balaídos,21253,David Fernández Borbalán,https://www.transfermarkt.co.uk/celta-de-vigo_deportivo-de-la-coruna/index/spielbericht/2594776,Laliga,domestic_league,first_tier,157,Spain,39.3260685,-4.8379791,ES1,laliga,europa,https://www.transfermarkt.co.uk/laliga/startseite/wettbewerb/ES1,4,2016-04,Celta Vigo vs Deportivo La Coruna,Las Palmas vs Valencia,144.0,146.0,Las Palmas
458,2594768,ES1,domestic_league,2015,30. Matchday,2016-03-19,150,1084,0,1,0:1,14,8,Real Betis Sevilla,Fc Malaga,Juan Merino,Javi Gracia,Benito Villamarín,31371,Carlos Clos Gómez,https://www.transfermarkt.co.uk/real-betis-balompie_malaga-cf/index/spielbericht/2594768,Laliga,domestic_league,first_tier,157,Spain,39.3260685,-4.8379791,ES1,laliga,europa,https://www.transfermarkt.co.uk/laliga/startseite/wettbewerb/ES1,4,2016-03,Real Betis Sevilla vs Fc Malaga,,,,
459,2594787,ES1,domestic_league,2015,32. Matchday,2016-04-09,150,3368,1,0,1:0,14,20,Real Betis Sevilla,Ud Levante,Juan Merino,Rubi,Benito Villamarín,37091,Eduardo Prieto Iglesias,https://www.transfermarkt.co.uk/real-betis-balompie_levante-ud/index/spielbericht/2594787,Laliga,domestic_league,first_tier,157,Spain,39.3260685,-4.8379791,ES1,laliga,europa,https://www.transfermarkt.co.uk/laliga/startseite/wettbewerb/ES1,4,2016-04,Real Betis Sevilla vs Ud Levante,Real Madrid vs Eibar,150.0,156.0,Real Madrid
470,2594751,ES1,domestic_league,2015,29. Matchday,2016-03-12,367,1533,1,1,1:1,16,8,Rayo Vallecano,Sd Eibar,Paco Jémez,José Luis Mendilibar,Campo de Fútbol de Vallecas,10399,Álvarez Izquierdo,https://www.transfermarkt.co.uk/rayo-vallecano_sd-eibar/index/spielbericht/2594751,Laliga,domestic_league,first_tier,157,Spain,39.3260685,-4.8379791,ES1,laliga,europa,https://www.transfermarkt.co.uk/laliga/startseite/wettbewerb/ES1,4,2016-03,Rayo Vallecano vs Sd Eibar,,,,
484,2594747,ES1,domestic_league,2015,28. Matchday,2016-03-05,897,1084,3,3,3:3,13,12,Deportivo La Coruna,Fc Malaga,Víctor Sánchez,Javi Gracia,Abanca Riazor,18446,Carlos Velasco Carballo,https://www.transfermarkt.co.uk/deportivo-de-la-coruna_malaga-cf/index/spielbericht/2594747,Laliga,domestic_league,first_tier,157,Spain,39.3260685,-4.8379791,ES1,laliga,europa,https://www.transfermarkt.co.uk/laliga/startseite/wettbewerb/ES1,4,2016-03,Deportivo La Coruna vs Fc Malaga,Getafe vs Sevilla,142.0,138.0,Getafe
491,2594733,ES1,domestic_league,2015,27. Matchday,2016-03-01,472,3709,4,0,4:0,15,16,Las Palmas,Fc Getafe,Quique Setién,Fran Escribá,Estadio de Gran Canaria,15819,Mario Melero López,https://www.transfermarkt.co.uk/ud-las-palmas_getafe-cf/index/spielbericht/2594733,Laliga,domestic_league,first_tier,157,Spain,39.3260685,-4.8379791,ES1,laliga,europa,https://www.transfermarkt.co.uk/laliga/startseite/wettbewerb/ES1,4,2016-03,Las Palmas vs Fc Getafe,,,,
492,2594736,ES1,domestic_league,2015,27. Matchday,2016-03-01,13,681,3,0,3:0,2,10,Atletico Madrid,Real Sociedad,Diego Simeone,Eusebio,Vicente Calderón,29737,Alejandro Hernández Hernández,https://www.transfermarkt.co.uk/atletico-de-madrid_real-sociedad/index/spielbericht/2594736,Laliga,domestic_league,first_tier,157,Spain,39.3260685,-4.8379791,ES1,laliga,europa,https://www.transfermarkt.co.uk/laliga/startseite/wettbewerb/ES1,4,2016-03,Atletico Madrid vs Real Sociedad,,,,
499,2594731,ES1,domestic_league,2015,27. Matchday,2016-03-03,367,131,1,5,1:5,17,1,Rayo Vallecano,Fc Barcelona,Paco Jémez,Luis Enrique,Campo de Fútbol de Vallecas,13775,Iñaki Bikandi Garrido,https://www.transfermarkt.co.uk/rayo-vallecano_fc-barcelona/index/spielbericht/2594731,Laliga,domestic_league,first_tier,157,Spain,39.3260685,-4.8379791,ES1,laliga,europa,https://www.transfermarkt.co.uk/laliga/startseite/wettbewerb/ES1,4,2016-03,Rayo Vallecano vs Fc Barcelona,,,,
502,2594735,ES1,domestic_league,2015,27. Matchday,2016-03-02,3368,418,1,3,1:3,20,3,Ud Levante,Real Madrid,Rubi,Zinédine Zidane,Ciutat de València,19725,De Burgos Bengoetxea,https://www.transfermarkt.co.uk/levante-ud_real-madrid/index/spielbericht/2594735,Laliga,domestic_league,first_tier,157,Spain,39.3260685,-4.8379791,ES1,laliga,europa,https://www.transfermarkt.co.uk/laliga/startseite/wettbewerb/ES1,4,2016-03,Ud Levante vs Real Madrid,Sevilla vs Eibar,138.0,156.0,Sevilla
509,2594726,ES1,domestic_league,2015,26. Matchday,2016-02-27,681,1084,1,1,1:1,9,11,Real Sociedad,Fc Malaga,Eusebio,Javi Gracia,Anoeta,12783,Undiano Mallenco,https://www.transfermarkt.co.uk/real-sociedad_malaga-cf/index/spielbericht/2594726,Laliga,domestic_league,first_tier,157,Spain,39.3260685,-4.8379791,ES1,laliga,europa,https://www.transfermarkt.co.uk/laliga/startseite/wettbewerb/ES1,4,2016-02,Real Sociedad vs Fc Malaga,,,,
518,2594709,ES1,domestic_league,2015,24. Matchday,2016-02-13,897,150,2,2,2:2,9,14,Deportivo La Coruna,Real Betis Sevilla,Víctor Sánchez,Juan Merino,Abanca Riazor,17184,Undiano Mallenco,https://www.transfermarkt.co.uk/deportivo-de-la-coruna_real-betis-balompie/index/spielbericht/2594709,Laliga,domestic_league,first_tier,157,Spain,39.3260685,-4.8379791,ES1,laliga,europa,https://www.transfermarkt.co.uk/laliga/startseite/wettbewerb/ES1,4,2016-02,Deportivo La Coruna vs Real Betis Sevilla,Villarreal vs Malaga,154.0,137.0,Villarreal
528,2594700,ES1,domestic_league,2015,23. Matchday,2016-02-06,2448,897,1,1,1:1,16,9,Sporting Gijon,Deportivo La Coruna,Abelardo,Víctor Sánchez,El Molinón - Enrique Castro Quini,20703,Alejandro Hernández Hernández,https://www.transfermarkt.co.uk/sporting-gijon_deportivo-de-la-coruna/index/spielbericht/2594700,Laliga,domestic_league,first_tier,157,Spain,39.3260685,-4.8379791,ES1,laliga,europa,https://www.transfermarkt.co.uk/laliga/startseite/wettbewerb/ES1,4,2016-02,Sporting Gijon vs Deportivo La Coruna,Atletico Madrid vs Eibar,143.0,156.0,Atletico Madrid
538,2594688,ES1,domestic_league,2015,22. Matchday,2016-01-30,681,150,2,1,2:1,13,14,Real Sociedad,Real Betis Sevilla,Eusebio,Juan Merino,Anoeta,15877,Eduardo Prieto Iglesias,https://www.transfermarkt.co.uk/real-sociedad_real-betis-balompie/index/spielbericht/2594688,Laliga,domestic_league,first_tier,157,Spain,39.3260685,-4.8379791,ES1,laliga,europa,https://www.transfermarkt.co.uk/laliga/startseite/wettbewerb/ES1,4,2016-01,Real Sociedad vs Real Betis Sevilla,Eibar vs Malaga,156.0,137.0,Eibar
549,2594671,ES1,domestic_league,2015,21. Matchday,2016-01-23,367,940,3,0,3:0,17,5,Rayo Vallecano,Celta Vigo,Paco Jémez,Eduardo Berizzo,Campo de Fútbol de Vallecas,10507,Santiago Jaime Latre,https://www.transfermarkt.co.uk/rayo-vallecano_celta-de-vigo/index/spielbericht/2594671,Laliga,domestic_league,first_tier,157,Spain,39.3260685,-4.8379791,ES1,laliga,europa,https://www.transfermarkt.co.uk/laliga/startseite/wettbewerb/ES1,4,2016-01,Rayo Vallecano vs Celta Vigo,Granada vs Getafe,155.0,142.0,Granada
559,2594666,ES1,domestic_league,2015,20. Matchday,2016-01-16,681,897,1,1,1:1,13,8,Real Sociedad,Deportivo La Coruna,Eusebio,Víctor Sánchez,Anoeta,16783,Juan Martínez Munuera,https://www.transfermarkt.co.uk/real-sociedad_deportivo-de-la-coruna/index/spielbericht/2594666,Laliga,domestic_league,first_tier,157,Spain,39.3260685,-4.8379791,ES1,laliga,europa,https://www.transfermarkt.co.uk/laliga/startseite/wettbewerb/ES1,4,2016-01,Real Sociedad vs Deportivo La Coruna,Sevilla vs Malaga,138.0,137.0,Sevilla
568,2594660,ES1,domestic_league,2015,19. Matchday,2016-01-09,3368,367,2,1,2:1,20,19,Ud Levante,Rayo Vallecano,Rubi,Paco Jémez,Ciutat de València,10589,Mario Melero López,https://www.transfermarkt.co.uk/levante-ud_rayo-vallecano/index/spielbericht/2594660,Laliga,domestic_league,first_tier,157,Spain,39.3260685,-4.8379791,ES1,laliga,europa,https://www.transfermarkt.co.uk/laliga/startseite/wettbewerb/ES1,4,2016-01,Ud Levante vs Rayo Vallecano,,,,
573,2594713,ES1,domestic_league,2015,25. Matchday,2016-02-20,940,1533,3,2,3:2,6,7,Celta Vigo,Sd Eibar,Eduardo Berizzo,José Luis Mendilibar,Abanca Balaídos,14724,Mario Melero López,https://www.transfermarkt.co.uk/celta-de-vigo_sd-eibar/index/spielbericht/2594713,Laliga,domestic_league,first_tier,157,Spain,39.3260685,-4.8379791,ES1,laliga,europa,https://www.transfermarkt.co.uk/laliga/startseite/wettbewerb/ES1,4,2016-02,Celta Vigo vs Sd Eibar,,,,
580,2594649,ES1,domestic_league,2015,18. Matchday,2016-01-02,1084,940,2,0,2:0,11,5,Fc Malaga,Celta Vigo,Javi Gracia,Eduardo Berizzo,La Rosaleda,17365,Iñaki Bikandi Garrido,https://www.transfermarkt.co.uk/malaga-cf_celta-de-vigo/index/spielbericht/2594649,Laliga,domestic_league,first_tier,157,Spain,39.3260685,-4.8379791,ES1,laliga,europa,https://www.transfermarkt.co.uk/laliga/startseite/wettbewerb/ES1,4,2016-01,Fc Malaga vs Celta Vigo,,,,
584,2594637,ES1,domestic_league,2015,17. Matchday,2015-12-30,472,16795,4,1,4:1,16,18,Las Palmas,Granada,Quique Setién,José Ramón Sandoval,Estadio de Gran Canaria,18973,Santiago Jaime Latre,https://www.transfermarkt.co.uk/ud-las-palmas_granada-cf/index/spielbericht/2594637,Laliga,domestic_league,first_tier,157,Spain,39.3260685,-4.8379791,ES1,laliga,europa,https://www.transfermarkt.co.uk/laliga/startseite/wettbewerb/ES1,4,2015-12,Las Palmas vs Granada,Rayo Vallecano vs Atletico Madrid,145.0,143.0,Rayo Vallecano
600,2594624,ES1,domestic_league,2015,16. Matchday,2015-12-19,897,1533,2,0,2:0,6,10,Deportivo La Coruna,Sd Eibar,Víctor Sánchez,José Luis Mendilibar,Abanca Riazor,19281,Estrada Fernández,https://www.transfermarkt.co.uk/deportivo-de-la-coruna_sd-eibar/index/spielbericht/2594624,Laliga,domestic_league,first_tier,157,Spain,39.3260685,-4.8379791,ES1,laliga,europa,https://www.transfermarkt.co.uk/laliga/startseite/wettbewerb/ES1,4,2015-12,Deportivo La Coruna vs Sd Eibar,Valencia vs Getafe,146.0,142.0,Valencia
608,2594616,ES1,domestic_league,2015,15. Matchday,2015-12-12,472,150,1,0,1:0,19,11,Las Palmas,Real Betis Sevilla,Quique Setién,Pepe Mel,Estadio de Gran Canaria,16762,Jesús Gil Manzano,https://www.transfermarkt.co.uk/ud-las-palmas_real-betis-balompie/index/spielbericht/2594616,Laliga,domestic_league,first_tier,157,Spain,39.3260685,-4.8379791,ES1,laliga,europa,https://www.transfermarkt.co.uk/laliga/startseite/wettbewerb/ES1,4,2015-12,Las Palmas vs Real Betis Sevilla,Levante vs Granada,151.0,155.0,Levante
618,2594607,ES1,domestic_league,2015,14. Matchday,2015-12-05,150,940,1,1,1:1,11,4,Real Betis Sevilla,Celta Vigo,Pepe Mel,Eduardo Berizzo,Benito Villamarín,33762,Alejandro Hernández Hernández,https://www.transfermarkt.co.uk/real-betis-balompie_celta-de-vigo/index/spielbericht/2594607,Laliga,domestic_league,first_tier,157,Spain,39.3260685,-4.8379791,ES1,laliga,europa,https://www.transfermarkt.co.uk/laliga/startseite/wettbewerb/ES1,4,2015-12,Real Betis Sevilla vs Celta Vigo,Real Madrid vs Getafe,150.0,142.0,Real Madrid
621,2594605,ES1,domestic_league,2015,14. Matchday,2015-12-05,897,368,1,1,1:1,6,10,Deportivo La Coruna,Fc Sevilla,Víctor Sánchez,Unai Emery,Abanca Riazor,25013,De Burgos Bengoetxea,https://www.transfermarkt.co.uk/deportivo-de-la-coruna_sevilla-fc/index/spielbericht/2594605,Laliga,domestic_league,first_tier,157,Spain,39.3260685,-4.8379791,ES1,laliga,europa,https://www.transfermarkt.co.uk/laliga/startseite/wettbewerb/ES1,4,2015-12,Deportivo La Coruna vs Fc Sevilla,Real Madrid vs Getafe,150.0,142.0,Real Madrid
627,2594596,ES1,domestic_league,2015,13. Matchday,2015-11-28,940,2448,2,1,2:1,4,16,Celta Vigo,Sporting Gijon,Eduardo Berizzo,Abelardo,Abanca Balaídos,18039,Santiago Jaime Latre,https://www.transfermarkt.co.uk/celta-de-vigo_sporting-gijon/index/spielbericht/2594596,Laliga,domestic_league,first_tier,157,Spain,39.3260685,-4.8379791,ES1,laliga,europa,https://www.transfermarkt.co.uk/laliga/startseite/wettbewerb/ES1,4,2015-11,Celta Vigo vs Sporting Gijon,Malaga vs Granada,137.0,155.0,Malaga
628,2594595,ES1,domestic_league,2015,13. Matchday,2015-11-28,472,897,0,2,0:2,19,5,Las Palmas,Deportivo La Coruna,Quique Setién,Víctor Sánchez,Estadio de Gran Canaria,19148,Carlos Clos Gómez,https://www.transfermarkt.co.uk/ud-las-palmas_deportivo-de-la-coruna/index/spielbericht/2594595,Laliga,domestic_league,first_tier,157,Spain,39.3260685,-4.8379791,ES1,laliga,europa,https://www.transfermarkt.co.uk/laliga/startseite/wettbewerb/ES1,4,2015-11,Las Palmas vs Deportivo La Coruna,Malaga vs Granada,137.0,155.0,Malaga
639,2594585,ES1,domestic_league,2015,12. Matchday,2015-11-21,1049,472,1,1,1:1,7,18,Fc Valencia,Las Palmas,Nuno Espírito Santo,Quique Setién,Mestalla,32078,Pedro Jesús Pérez Montero,https://www.transfermarkt.co.uk/valencia-cf_ud-las-palmas/index/spielbericht/2594585,Laliga,domestic_league,first_tier,157,Spain,39.3260685,-4.8379791,ES1,laliga,europa,https://www.transfermarkt.co.uk/laliga/startseite/wettbewerb/ES1,4,2015-11,Fc Valencia vs Las Palmas,,,,
642,2594586,ES1,domestic_league,2015,12. Matchday,2015-11-21,897,940,2,0,2:0,8,5,Deportivo La Coruna,Celta Vigo,Víctor Sánchez,Eduardo Berizzo,Abanca Riazor,29666,Álvarez Izquierdo,https://www.transfermarkt.co.uk/deportivo-de-la-coruna_celta-de-vigo/index/spielbericht/2594586,Laliga,domestic_league,first_tier,157,Spain,39.3260685,-4.8379791,ES1,laliga,europa,https://www.transfermarkt.co.uk/laliga/startseite/wettbewerb/ES1,4,2015-11,Deportivo La Coruna vs Celta Vigo,Espanyol vs Malaga,141.0,137.0,Espanyol
647,2594578,ES1,domestic_league,2015,11. Matchday,2015-11-07,1084,150,0,1,0:1,17,11,Fc Malaga,Real Betis Sevilla,Javi Gracia,Pepe Mel,La Rosaleda,23803,Eduardo Prieto Iglesias,https://www.transfermarkt.co.uk/malaga-cf_real-betis-balompie/index/spielbericht/2594578,Laliga,domestic_league,first_tier,157,Spain,39.3260685,-4.8379791,ES1,laliga,europa,https://www.transfermarkt.co.uk/laliga/startseite/wettbewerb/ES1,4,2015-11,Fc Malaga vs Real Betis Sevilla,Eibar vs Getafe,156.0,142.0,Eibar
662,2594565,ES1,domestic_league,2015,10. Matchday,2015-10-31,681,940,2,3,2:3,16,3,Real Sociedad,Celta Vigo,David Moyes,Eduardo Berizzo,Anoeta,19270,David Fernández Borbalán,https://www.transfermarkt.co.uk/real-sociedad_celta-de-vigo/index/spielbericht/2594565,Laliga,domestic_league,first_tier,157,Spain,39.3260685,-4.8379791,ES1,laliga,europa,https://www.transfermarkt.co.uk/laliga/startseite/wettbewerb/ES1,4,2015-10,Real Sociedad vs Celta Vigo,,,,
668,2594557,ES1,domestic_league,2015,9. Matchday,2015-10-24,1084,897,2,0,2:0,16,6,Fc Malaga,Deportivo La Coruna,Javi Gracia,Víctor Sánchez,La Rosaleda,20664,Carlos Velasco Carballo,https://www.transfermarkt.co.uk/malaga-cf_deportivo-de-la-coruna/index/spielbericht/2594557,Laliga,domestic_league,first_tier,157,Spain,39.3260685,-4.8379791,ES1,laliga,europa,https://www.transfermarkt.co.uk/laliga/startseite/wettbewerb/ES1,4,2015-10,Fc Malaga vs Deportivo La Coruna,Granada vs Real Betis,155.0,153.0,Granada
679,2594547,ES1,domestic_league,2015,8. Matchday,2015-10-17,1049,1084,3,0,3:0,8,17,Fc Valencia,Fc Malaga,Nuno Espírito Santo,Javi Gracia,Mestalla,35756,Alejandro Hernández Hernández,https://www.transfermarkt.co.uk/valencia-cf_malaga-cf/index/spielbericht/2594547,Laliga,domestic_league,first_tier,157,Spain,39.3260685,-4.8379791,ES1,laliga,europa,https://www.transfermarkt.co.uk/laliga/startseite/wettbewerb/ES1,4,2015-10,Fc Valencia vs Fc Malaga,Eibar vs Sevilla,156.0,138.0,Eibar
687,2594536,ES1,domestic_league,2015,7. Matchday,2015-10-03,1084,681,3,1,3:1,17,16,Fc Malaga,Real Sociedad,Javi Gracia,David Moyes,La Rosaleda,17175,Carlos del Cerro Grande,https://www.transfermarkt.co.uk/malaga-cf_real-sociedad/index/spielbericht/2594536,Laliga,domestic_league,first_tier,157,Spain,39.3260685,-4.8379791,ES1,laliga,europa,https://www.transfermarkt.co.uk/laliga/startseite/wettbewerb/ES1,4,2015-10,Fc Malaga vs Real Sociedad,,,,
688,2594532,ES1,domestic_league,2015,7. Matchday,2015-10-03,472,1533,0,2,0:2,19,7,Las Palmas,Sd Eibar,Paco Herrera,José Luis Mendilibar,Estadio de Gran Canaria,18577,Mateu Lahoz,https://www.transfermarkt.co.uk/ud-las-palmas_sd-eibar/index/spielbericht/2594532,Laliga,domestic_league,first_tier,157,Spain,39.3260685,-4.8379791,ES1,laliga,europa,https://www.transfermarkt.co.uk/laliga/startseite/wettbewerb/ES1,4,2015-10,Las Palmas vs Sd Eibar,,,,
697,2594523,ES1,domestic_league,2015,6. Matchday,2015-09-26,1533,940,1,1,1:1,7,4,Sd Eibar,Celta Vigo,José Luis Mendilibar,Eduardo Berizzo,Ipurua,4862,Pedro Jesús Pérez Montero,https://www.transfermarkt.co.uk/sd-eibar_celta-de-vigo/index/spielbericht/2594523,Laliga,domestic_league,first_tier,157,Spain,39.3260685,-4.8379791,ES1,laliga,europa,https://www.transfermarkt.co.uk/laliga/startseite/wettbewerb/ES1,4,2015-09,Sd Eibar vs Celta Vigo,,,,
705,2594511,ES1,domestic_league,2015,5. Matchday,2015-09-23,472,368,2,0,2:0,12,20,Las Palmas,Fc Sevilla,Paco Herrera,Unai Emery,Estadio de Gran Canaria,19733,Carlos del Cerro Grande,https://www.transfermarkt.co.uk/ud-las-palmas_sevilla-fc/index/spielbericht/2594511,Laliga,domestic_league,first_tier,157,Spain,39.3260685,-4.8379791,ES1,laliga,europa,https://www.transfermarkt.co.uk/laliga/startseite/wettbewerb/ES1,4,2015-09,Las Palmas vs Fc Sevilla,Levante vs Eibar,151.0,156.0,Levante
710,2594517,ES1,domestic_league,2015,5. Matchday,2015-09-22,16795,681,0,3,0:3,18,11,Granada,Real Sociedad,José Ramón Sandoval,David Moyes,Nuevo Los Cármenes,12668,Estrada Fernández,https://www.transfermarkt.co.uk/granada-cf_real-sociedad/index/spielbericht/2594517,Laliga,domestic_league,first_tier,157,Spain,39.3260685,-4.8379791,ES1,laliga,europa,https://www.transfermarkt.co.uk/laliga/startseite/wettbewerb/ES1,4,2015-09,Granada vs Real Sociedad,,,,
718,2594508,ES1,domestic_league,2015,4. Matchday,2015-09-19,681,714,2,3,2:3,17,8,Real Sociedad,Espanyol Barcelona,David Moyes,Sergio,Anoeta,17481,Pedro Jesús Pérez Montero,https://www.transfermarkt.co.uk/real-sociedad_rcd-espanyol-barcelona/index/spielbericht/2594508,Laliga,domestic_league,first_tier,157,Spain,39.3260685,-4.8379791,ES1,laliga,europa,https://www.transfermarkt.co.uk/laliga/startseite/wettbewerb/ES1,4,2015-09,Real Sociedad vs Espanyol Barcelona,Real Madrid vs Granada,150.0,155.0,Real Madrid
728,2594498,ES1,domestic_league,2015,3. Matchday,2015-09-12,150,681,1,0,1:0,9,15,Real Betis Sevilla,Real Sociedad,Pepe Mel,David Moyes,Benito Villamarín,38768,Álvarez Izquierdo,https://www.transfermarkt.co.uk/real-betis-balompie_real-sociedad/index/spielbericht/2594498,Laliga,domestic_league,first_tier,157,Spain,39.3260685,-4.8379791,ES1,laliga,europa,https://www.transfermarkt.co.uk/laliga/startseite/wettbewerb/ES1,4,2015-09,Real Betis Sevilla vs Real Sociedad,Espanyol vs Real Madrid,141.0,150.0,Espanyol
733,2594486,ES1,domestic_league,2015,2. Matchday,2015-08-30,3709,16795,1,2,1:2,19,7,Fc Getafe,Granada,Fran Escribá,José Ramón Sandoval,Coliseum Alfonso Pérez,4532,Eduardo Prieto Iglesias,https://www.transfermarkt.co.uk/getafe-cf_granada-cf/index/spielbericht/2594486,Laliga,domestic_league,first_tier,157,Spain,39.3260685,-4.8379791,ES1,laliga,europa,https://www.transfermarkt.co.uk/laliga/startseite/wettbewerb/ES1,4,2015-08,Fc Getafe vs Granada,Valencia vs Deportivo La Coruna,146.0,139.0,Valencia
734,2594482,ES1,domestic_league,2015,2. Matchday,2015-08-30,472,3368,0,0,0:0,14,13,Las Palmas,Ud Levante,Paco Herrera,Lucas Alcaraz,Estadio de Gran Canaria,18832,Pedro Jesús Pérez Montero,https://www.transfermarkt.co.uk/ud-las-palmas_levante-ud/index/spielbericht/2594482,Laliga,domestic_league,first_tier,157,Spain,39.3260685,-4.8379791,ES1,laliga,europa,https://www.transfermarkt.co.uk/laliga/startseite/wettbewerb/ES1,4,2015-08,Las Palmas vs Ud Levante,,,,
739,2594481,ES1,domestic_league,2015,2. Matchday,2015-08-29,940,367,3,0,3:0,1,16,Celta Vigo,Rayo Vallecano,Eduardo Berizzo,Paco Jémez,Abanca Balaídos,16344,Juan Martínez Munuera,https://www.transfermarkt.co.uk/celta-de-vigo_rayo-vallecano/index/spielbericht/2594481,Laliga,domestic_league,first_tier,157,Spain,39.3260685,-4.8379791,ES1,laliga,europa,https://www.transfermarkt.co.uk/laliga/startseite/wettbewerb/ES1,4,2015-08,Celta Vigo vs Rayo Vallecano,,,,
740,2594515,ES1,domestic_league,2015,5. Matchday,2015-09-23,1084,1050,0,1,0:1,19,3,Fc Malaga,Fc Villarreal,Javi Gracia,Marcelino,La Rosaleda,18647,De Burgos Bengoetxea,https://www.transfermarkt.co.uk/malaga-cf_villarreal-cf/index/spielbericht/2594515,Laliga,domestic_league,first_tier,157,Spain,39.3260685,-4.8379791,ES1,laliga,europa,https://www.transfermarkt.co.uk/laliga/startseite/wettbewerb/ES1,4,2015-09,Fc Malaga vs Fc Villarreal,Levante vs Eibar,151.0,156.0,Levante
744,2594478,ES1,domestic_league,2015,1. Matchday,2015-08-23,150,1050,1,1,1:1,6,7,Real Betis Sevilla,Fc Villarreal,Pepe Mel,Marcelino,Benito Villamarín,38572,Iñaki Bikandi Garrido,https://www.transfermarkt.co.uk/real-betis-balompie_villarreal-cf/index/spielbericht/2594478,Laliga,domestic_league,first_tier,157,Spain,39.3260685,-4.8379791,ES1,laliga,europa,https://www.transfermarkt.co.uk/laliga/startseite/wettbewerb/ES1,4,2015-08,Real Betis Sevilla vs Fc Villarreal,,,,
745,2594474,ES1,domestic_league,2015,1. Matchday,2015-08-23,3368,940,1,2,1:2,16,2,Ud Levante,Celta Vigo,Lucas Alcaraz,Eduardo Berizzo,Ciutat de València,10346,De Burgos Bengoetxea,https://www.transfermarkt.co.uk/levante-ud_celta-de-vigo/index/spielbericht/2594474,Laliga,domestic_league,first_tier,157,Spain,39.3260685,-4.8379791,ES1,laliga,europa,https://www.transfermarkt.co.uk/laliga/startseite/wettbewerb/ES1,4,2015-08,Ud Levante vs Celta Vigo,,,,
746,2594550,ES1,domestic_league,2015,8. Matchday,2015-10-17,150,714,1,3,1:3,10,9,Real Betis Sevilla,Espanyol Barcelona,Pepe Mel,Sergio,Benito Villamarín,31652,De Burgos Bengoetxea,https://www.transfermarkt.co.uk/real-betis-balompie_rcd-espanyol-barcelona/index/spielbericht/2594550,Laliga,domestic_league,first_tier,157,Spain,39.3260685,-4.8379791,ES1,laliga,europa,https://www.transfermarkt.co.uk/laliga/startseite/wettbewerb/ES1,4,2015-10,Real Betis Sevilla vs Espanyol Barcelona,Real Madrid vs Levante,150.0,151.0,Real Madrid
